date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:18	131479/131479	---M--	200	added ('OK')	text/css	etag:%2220197-5cef94776ea0c%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min9bf7.css	(from http://localhost/wordpress/)
22:31:20	1683/1683	---M--	200	added ('OK')	text/css	etag:%22693-5d19f8b7278d0%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-5.css?ver=1637858053	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-5898d.css	(from http://localhost/wordpress/)
22:31:21	20156/20156	---M--	200	added ('OK')	text/css	etag:%224ebc-5d19f857f6b82%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-559.css?ver=1637857953	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-559d5fc.css	(from http://localhost/wordpress/)
22:31:22	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5cef947949b3a%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wordpress/)
22:31:24	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5cef94794f128%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/wordpress/)
22:31:24	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5cef947943d7b%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/wordpress/)
22:31:28	822/822	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:01:26%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
22:31:28	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5ce945d3b0e76%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
22:31:30	2221/2221	---M--	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:01:28%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
22:31:30	25109/25109	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:01:25%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/559	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/wp/v2/pages/559.json	(from http://localhost/wordpress/)
22:31:32	2311/2311	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:01:30%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
22:31:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:01:32%20GMT	http://localhost/wordpress/our-farm	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/our-farm	(from http://localhost/wordpress/)
22:31:38	31479/31479	---M--	200	added ('OK')	image/png	etag:%227af7-5d11a96bbabe1%22	http://localhost/wordpress/wp-content/uploads/2021/11/imageedit_7_3571315221.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/imageedit_7_3571315221.png	(from http://localhost/wordpress/)
22:31:39	96834/96834	---MC-	200	added ('OK')	text/html	date:Thu,%2025%20Nov%202021%2017:01:33%20GMT	http://localhost/wordpress/our-farm/	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/our-farm/index.html	(from http://localhost/wordpress/)
22:31:42	10980/10980	---M--	200	added ('OK')	image/jpeg	etag:%222ae4-5d1944abca47b%22	http://localhost/wordpress/wp-content/uploads/2021/11/sa-8000-1-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/sa-8000-1-1.jpg	(from http://localhost/wordpress/)
22:31:46	208060/208060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232cbc-5cef947937e16%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from http://localhost/wordpress/)
22:31:46	107929/107929	---MC-	200	added ('OK')	text/html	date:Thu,%2025%20Nov%202021%2017:01:38%20GMT	http://localhost/wordpress/our-produce/	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/our-produce/index.html	(from http://localhost/wordpress/)
22:31:46	121796/121796	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:01:25%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
22:31:46	12710/12710	---M--	200	added ('OK')	image/png	etag:%2231a6-5d1944abffbb6%22	http://localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-1-1-1-1.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-1-1-1-1.png	(from http://localhost/wordpress/)
22:31:47	93980/93980	---MC-	200	added ('OK')	text/html	date:Thu,%2025%20Nov%202021%2017:01:42%20GMT	http://localhost/wordpress/testimonial/	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/testimonial/index.html	(from http://localhost/wordpress/)
22:31:49	17130/17130	---M--	200	added ('OK')	image/png	etag:%2242ea-5d1944ac5f776%22	http://localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-7-1-1.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-7-1-1.png	(from http://localhost/wordpress/)
22:31:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:01:47%20GMT	http://localhost/wordpress/contact-us	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/contact-us.17.delayed	(from http://localhost/wordpress/)
22:31:49	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5cef9478e51f5%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min9bf7.css	(from http://localhost/wordpress/)
22:31:51	15451/15451	---M--	200	added ('OK')	application/javascript	etag:%223c5b-5cf21904d5200%22	http://localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.3	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min1ac1.js	(from http://localhost/wordpress/)
22:31:51	94055/94055	---MC-	200	added ('OK')	text/html	date:Thu,%2025%20Nov%202021%2017:01:46%20GMT	http://localhost/wordpress/contact-us/	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/contact-us/index.html	(from http://localhost/wordpress/)
22:31:51	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5ce9461cb90b4%22	http://localhost/wordpress/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/wp-embed.min080f.js	(from http://localhost/wordpress/)
22:31:51	4879/4879	---M--	200	added ('OK')	application/javascript	etag:%22130f-5cef9478d30eb%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min9bf7.js	(from http://localhost/wordpress/)
22:31:54	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5ce9463308478%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/)
22:31:55	14002/14002	---M--	200	added ('OK')	application/javascript	etag:%2236b2-5cef9478b8b12%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min9bf7.js	(from http://localhost/wordpress/)
22:31:55	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5cef947a078b7%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wordpress/)
22:31:56	2578/2578	---M--	200	added ('OK')	application/javascript	etag:%22a12-5cef9479e6d50%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.min9bf7.js	(from http://localhost/wordpress/)
22:31:57	20787/20787	---M--	200	added ('OK')	application/javascript	etag:%225133-5ce946348580d%22	http://localhost/wordpress/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/jquery/ui/core.min35d0.js	(from http://localhost/wordpress/)
22:31:58	10863/10863	---M--	200	added ('OK')	application/javascript	etag:%222a6f-5cef9478fdc74%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from http://localhost/wordpress/)
22:32:00	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5ce9463386293%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wordpress/)
22:32:03	19076/19076	---M--	200	added ('OK')	application/javascript	etag:%224a84-5ce9461ba69de%22	http://localhost/wordpress/wp-includes/js/underscore.min.js?ver=1.13.1	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/underscore.min0028.js	(from http://localhost/wordpress/)
22:32:03	36657/36657	---M--	200	added ('OK')	application/javascript	etag:%228f31-5cef9478bf484%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min9bf7.js	(from http://localhost/wordpress/)
22:32:03	32273/32273	---M--	200	added ('OK')	application/javascript	etag:%227e11-5cef9478c2f1c%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/js/preloaded-modules.min9bf7.js	(from http://localhost/wordpress/)
22:32:04	1340/1340	---M--	200	added ('OK')	application/javascript	etag:%2253c-5ce9461c0eb87%22	http://localhost/wordpress/wp-includes/js/wp-util.min.js?ver=5.8.2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-includes/js/wp-util.min080f.js	(from http://localhost/wordpress/)
22:32:04	754/754	---M--	200	added ('OK')	application/javascript	etag:%222f2-5cf21923bc472%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min7d4c.js	(from http://localhost/wordpress/)
22:32:15	139153/139153	---M--	200	added ('OK')	application/javascript	etag:%2221f91-5cef947a045f1%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from http://localhost/wordpress/)
22:32:19	91472/91472	---M--	200	added ('OK')	font/woff2	etag:%2216550-5cef94793a90d%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.13.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:32:20	313411/313411	---M--	200	added ('OK')	image/svg+xml	etag:%224c843-5cef9479385e6%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.13.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:32:25	112104/112104	---M--	200	added ('OK')	font/woff	etag:%221b5e8-5cef94793919e%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.13.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:32:38	105358/105358	---M--	200	added ('OK')	image/jpeg	etag:%2219b8e-5d19426bd69ea%22	http://localhost/wordpress/wp-content/uploads/2021/11/front-1-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/front-1-1.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-559.css?ver=1637857953)
22:32:39	208060/208060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232cbc-5cef947937e16%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.13.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:32:50	207900/207900	---M--	200	added ('OK')	font/ttf	etag:%2232c1c-5cef947938db6%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.13.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:32:51	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-5cef9479aeed7%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:32:58	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5cef94799f0f3%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:32:58	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5cef9479adb50%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:33:07	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-5cef9479aeaef%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:33:12	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5cef94799f0f3%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:33:20	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-5cef94798ef27%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:21	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5cef947988998%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:24	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-5cef9479ae31f%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:33:24	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-5cef947989554%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:26	12633/12633	---M--	200	added ('OK')	text/css	etag:%223159-5d19f8cee1da2%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-92.css?ver=1637858077	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-9255f2.css	(from http://localhost/wordpress/our-farm/)
22:33:33	22541/22541	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:26%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/92	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/wp/v2/pages/92.json	(from http://localhost/wordpress/our-farm/)
22:33:33	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5cef947988998%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:34	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-5cef94798e757%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:03:33%20GMT	http://localhost/wordpress/?p=92	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/index8e15.html	(from http://localhost/wordpress/our-farm/)
22:33:36	2253/2253	---M--	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:33%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Four-farm%2F	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embed0d2a.json	(from http://localhost/wordpress/our-farm/)
22:33:36	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-5cef947989d20%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
22:33:37	2341/2341	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:03:35%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Four-farm%2F&format=xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embed9189	(from http://localhost/wordpress/our-farm/)
22:33:37	33885/33885	---M--	200	added ('OK')	text/css	etag:%22845d-5d19f8d395486%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-119.css?ver=1637858082	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-119fc0a.css	(from http://localhost/wordpress/our-produce/)
22:33:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:03:39%20GMT	http://localhost/wordpress/?p=119	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/index7737.html	(from http://localhost/wordpress/our-produce/)
22:33:40	2268/2268	---M--	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:39%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Four-produce%2F	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embed941f.json	(from http://localhost/wordpress/our-produce/)
22:33:42	16590/16590	---M--	200	added ('OK')	text/css	etag:%2240ce-5d19f8d6dc33b%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-137.css?ver=1637858086	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-137e407.css	(from http://localhost/wordpress/testimonial/)
22:33:42	2356/2356	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:03:40%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Four-produce%2F&format=xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embedb90f	(from http://localhost/wordpress/our-produce/)
